"f" "voor" "ref" "hyp"
"1296" "09062022_result.TextGrid" 66 "mhmh" "####"
"1297" "09062022_result.TextGrid" 66 "et" "et"
"1298" "09062022_result.TextGrid" 66 "ma" "ma"
"1299" "09062022_result.TextGrid" 66 "ei" "ei"
"1300" "09062022_result.TextGrid" 66 "tea" "tea"
"1301" "09062022_result.TextGrid" 66 "inimesed" "inimesed"
"1302" "09062022_result.TextGrid" 66 "kes" "kes"
"1303" "09062022_result.TextGrid" 67 "leiavad" "leiavad"
"1304" "09062022_result.TextGrid" 67 "kväärsuhteid" "väärsuhteid"
"1305" "09062022_result.TextGrid" 67 "ja" "ja"
"1306" "09062022_result.TextGrid" 67 "kes" "kes"
"1307" "09062022_result.TextGrid" 67 "identifitseerivad" "identifitseerivad"
"1308" "09062022_result.TextGrid" 67 "ennast" "ennast"
"1309" "09062022_result.TextGrid" 67 "kväärina" "kväärina"
"1310" "09062022_result.TextGrid" 67 "tulevad" "tulevad"
"1311" "09062022_result.TextGrid" 67 "kokku" "kokku"
"1312" "09062022_result.TextGrid" 67 "tekitavad" "tekitavad"
"1313" "09062022_result.TextGrid" 67 "sellise" "sellise"
"1314" "09062022_result.TextGrid" 67 "turvalise" "turvalise"
"1315" "09062022_result.TextGrid" 67 "keskkonna" "keskkonna"
"1316" "09062022_result.TextGrid" 67 "kus" "kus"
"1317" "09062022_result.TextGrid" 67 "ma" "ma"
"1318" "09062022_result.TextGrid" 67 "ei" "ei"
"1319" "09062022_result.TextGrid" 67 "tea" "tea"
"1320" "09062022_result.TextGrid" 67 "kõigil" "kõigil"
"1321" "09062022_result.TextGrid" 67 "on" "on"
"1322" "09062022_result.TextGrid" 67 "mugav" "mugav"
"1323" "09062022_result.TextGrid" 67 "mõtteid" "mõtteid"
"1324" "09062022_result.TextGrid" 67 "vahetada" "vahetada"
"1325" "09062022_result.TextGrid" 68 "ja" "ja"
"1326" "09062022_result.TextGrid" 68 "siis" "siis"
"1327" "09062022_result.TextGrid" 68 "neid" "neid"
"1328" "09062022_result.TextGrid" 68 "ühendab" "ühendab"
"1329" "09062022_result.TextGrid" 68 "programmeerimine" "programmeerimine"
"1330" "09062022_result.TextGrid" 68 "mhmh" "####"
"1331" "09062022_result.TextGrid" 68 "ma" "ma"
"1332" "09062022_result.TextGrid" 68 "arvan" "arvan"
"1333" "09062022_result.TextGrid" 68 "et" "et"
"1334" "09062022_result.TextGrid" 68 "programmeerimine" "programmeerimine"
"1335" "09062022_result.TextGrid" 68 "kui" "kui"
"1336" "09062022_result.TextGrid" 68 "selline" "selline"
"1337" "09062022_result.TextGrid" 68 "no" "no"
"1338" "09062022_result.TextGrid" 68 "selles" "selles"
"1339" "09062022_result.TextGrid" 68 "mõttes" "mõttes"
"1340" "09062022_result.TextGrid" 68 "et" "et"
"1341" "09062022_result.TextGrid" 68 "see" "see"
"1342" "09062022_result.TextGrid" 68 "ka" "ka"
"1343" "09062022_result.TextGrid" 68 "ei" "ei"
"1344" "09062022_result.TextGrid" 68 "ole" "ole"
"1345" "09062022_result.TextGrid" 68 "tegelikult" "tegelikult"
"1346" "09062022_result.TextGrid" 68 "binaarne" "binaarne"
"1347" "09062022_result.TextGrid" 68 "et" "et"
"1348" "09062022_result.TextGrid" 68 "ma" "ma"
"1349" "09062022_result.TextGrid" 68 "ei" "ei"
"1350" "09062022_result.TextGrid" 68 "tea" "tea"
"1351" "09062022_result.TextGrid" 69 "erinevates" "erinevates"
"1352" "09062022_result.TextGrid" 69 "mingites" "mingites"
"1353" "09062022_result.TextGrid" 69 "rakendustes" "rakendustes"
"1354" "09062022_result.TextGrid" 69 "sugu" "sugu"
"1355" "09062022_result.TextGrid" 69 "ei" "ei"
"1356" "09062022_result.TextGrid" 69 "määratleta" "määratleta"
"1357" "09062022_result.TextGrid" 69 "kui" "kui"
"1358" "09062022_result.TextGrid" 69 "üh" "####"
"1359" "09062022_result.TextGrid" 69 "üks" "üks"
"1360" "09062022_result.TextGrid" 69 "või" "või"
"1361" "09062022_result.TextGrid" 69 "null" "null"
"1362" "09062022_result.TextGrid" 69 "et" "et"
"1363" "09062022_result.TextGrid" 69 "sul" "sul"
"1364" "09062022_result.TextGrid" 69 "ei" "ei"
"1365" "09062022_result.TextGrid" 69 "ole" "ole"
"1366" "09062022_result.TextGrid" 69 "et" "et"
"1367" "09062022_result.TextGrid" 69 "sa" "sa"
"1368" "09062022_result.TextGrid" 69 "ei" "ei"
"1369" "09062022_result.TextGrid" 69 "saa" "saa"
"1370" "09062022_result.TextGrid" 69 "olla" "olla"
"1371" "09062022_result.TextGrid" 69 "kas" "kas"
"1372" "09062022_result.TextGrid" 69 "üks" "üks"
"1373" "09062022_result.TextGrid" 69 "või" "või"
"1374" "09062022_result.TextGrid" 69 "null" "null"
"1375" "09062022_result.TextGrid" 69 "et" "et"
"1376" "09062022_result.TextGrid" 69 "su" "####"
"1377" "09062022_result.TextGrid" 69 "sugu" "sugu"
"1378" "09062022_result.TextGrid" 69 "näiteks" "näiteks"
"1379" "09062022_result.TextGrid" 69 "on" "on"
"1380" "09062022_result.TextGrid" 69 "ka" "ka"
"1381" "09062022_result.TextGrid" 69 "rakendustes" "rakendustes"
"1382" "09062022_result.TextGrid" 69 "määratud" "määratud"
"1383" "09062022_result.TextGrid" 69 "näiteks" "näiteks"
"1384" "09062022_result.TextGrid" 69 "ikkagi" "ikkagi"
"1385" "09062022_result.TextGrid" 69 "mingi" "mingi"
"1386" "09062022_result.TextGrid" 69 "kombinatsioonina" "kombinatsioonina"
"1387" "09062022_result.TextGrid" 69 "onju" "####"
"1388" "09062022_result.TextGrid" 69 "erinevatest" "erinevatest"
"1389" "09062022_result.TextGrid" 69 "väärtustest" "väärtustest"
"1390" "09062022_result.TextGrid" 69 "et" "####"
"1391" "09062022_result.TextGrid" 70 "aga" "aga"
"1392" "09062022_result.TextGrid" 70 "läbi" "läbi"
"1393" "09062022_result.TextGrid" 70 "programmeerimise" "programmeerimise"
"1394" "09062022_result.TextGrid" 70 "saab" "saab"
"1395" "09062022_result.TextGrid" 70 "justkui" "justkui"
"1396" "09062022_result.TextGrid" 70 "####" "asju"
"1397" "09062022_result.TextGrid" 70 "asju" "ka"
"1398" "09062022_result.TextGrid" 70 "kväärida" "väärida"
"1399" "09062022_result.TextGrid" 70 "et" "et"
"1400" "09062022_result.TextGrid" 70 "see" "see"
"1401" "09062022_result.TextGrid" 70 "samas" "sama"
"1402" "09062022_result.TextGrid" 70 "nagu" "####"
"1403" "09062022_result.TextGrid" 70 "on" "nagu"
"1404" "09062022_result.TextGrid" 70 "nagu" "nagu"
"1405" "09062022_result.TextGrid" 70 "vahend" "vahend"
"1406" "09062022_result.TextGrid" 70 "et" "et"
"1407" "09062022_result.TextGrid" 70 "mingeid" "mingeid"
"1408" "09062022_result.TextGrid" 70 "asju" "asju"
"1409" "09062022_result.TextGrid" 70 "niiöelda" "niiöelda"
"1410" "09062022_result.TextGrid" 70 "destabiliseerida" "destabiliseerida"
"1411" "09062022_result.TextGrid" 70 "või" "või"
"1412" "09062022_result.TextGrid" 70 "teha" "teha"
"1413" "09062022_result.TextGrid" 70 "nagu" "####"
"1414" "09062022_result.TextGrid" 71 "ma" "ma"
"1415" "09062022_result.TextGrid" 71 "ei" "ei"
"1416" "09062022_result.TextGrid" 71 "tea" "tea"
"1417" "09062022_result.TextGrid" 71 "võibolla" "võibolla"
"1418" "09062022_result.TextGrid" 71 "on" "on"
"1419" "09062022_result.TextGrid" 71 "võimalik" "võimalik"
"1420" "09062022_result.TextGrid" 71 "leiutada" "leiutada"
"1421" "09062022_result.TextGrid" 71 "selline" "selline"
"1422" "09062022_result.TextGrid" 71 "asi" "asi"
"1423" "09062022_result.TextGrid" 71 "nagu" "nagu"
"1424" "09062022_result.TextGrid" 71 "kväär" "väär"
"1425" "09062022_result.TextGrid" 71 "programmeerimiskeel" "programmeerimiskeel"
"1426" "09062022_result.TextGrid" 71 "on" "on"
"1427" "09062022_result.TextGrid" 71 "ju" "ju"
"1428" "09062022_result.TextGrid" 71 "näiteks" "näiteks"
"1429" "09062022_result.TextGrid" 71 "nagu" "nagu"
"1430" "09062022_result.TextGrid" 71 "on" "on"
"1431" "09062022_result.TextGrid" 71 "leiutatud" "leiutatud"
"1432" "09062022_result.TextGrid" 71 "feministlik" "feministlik"
"1433" "09062022_result.TextGrid" 71 "program" "####"
"1434" "09062022_result.TextGrid" 71 "programmeerimiskeel" "programmeerimiskeel"
"1435" "09062022_result.TextGrid" 71 "on" "####"
"1436" "09062022_result.TextGrid" 71 "või" "####"
"1437" "09062022_result.TextGrid" 71 "et" "et"
"1438" "09062022_result.TextGrid" 71 "ta" "ta"
"1439" "09062022_result.TextGrid" 71 "on" "on"
"1440" "09062022_result.TextGrid" 71 "pigem" "pigem"
"1441" "09062022_result.TextGrid" 71 "nagu" "nagu"
"1442" "09062022_result.TextGrid" 71 "hetkel" "hetkel"
"1443" "09062022_result.TextGrid" 71 "nalja" "nalja"
"1444" "09062022_result.TextGrid" 71 "tasandil" "tasandil"
"1445" "09062022_result.TextGrid" 71 "tehtud" "tehtud"
"1446" "09062022_result.TextGrid" 71 "asi" "asi"
"1447" "09062022_result.TextGrid" 72 "aga" "aga"
"1448" "09062022_result.TextGrid" 72 "####" "jah"
"1449" "09062022_result.TextGrid" 72 "jah" "kit"
"1450" "09062022_result.TextGrid" 72 "githubis" "abis"
"1451" "09062022_result.TextGrid" 72 "näiteks" "näiteks"
"1452" "09062022_result.TextGrid" 72 "on" "####"
"1453" "09062022_result.TextGrid" 72 "täie" "on"
"1454" "09062022_result.TextGrid" 72 "täiesti" "täiesti"
"1455" "09062022_result.TextGrid" 72 "leitav" "leitav"
"1456" "09062022_result.TextGrid" 72 "selline" "selline"
"1457" "09062022_result.TextGrid" 72 "programmeerimiskeel" "programmeerimiskeel"
"1458" "09062022_result.TextGrid" 72 "nagu" "####"
"1459" "09062022_result.TextGrid" 72 "c" "####"
"1460" "09062022_result.TextGrid" 72 "+" "####"
"1461" "09062022_result.TextGrid" 72 "equality" "####"
"1462" "09062022_result.TextGrid" 72 "okei" "nagu"
"1463" "09062022_result.TextGrid" 73 "ta" "ta"
"1464" "09062022_result.TextGrid" 73 "on" "on"
"1465" "09062022_result.TextGrid" 73 "sihuke" "niisugune"
"1466" "09062022_result.TextGrid" 74 "ta" "ta"
"1467" "09062022_result.TextGrid" 74 "võib" "võib"
"1468" "09062022_result.TextGrid" 74 "ta" "ta"
"1469" "09062022_result.TextGrid" 74 "ei" "ei"
"1470" "09062022_result.TextGrid" 74 "ole" "ole"
"1471" "09062022_result.TextGrid" 74 "nagu" "nagu"
"1472" "09062022_result.TextGrid" 74 "päris" "päris"
"1473" "09062022_result.TextGrid" 74 "valmis" "valmis"
"1474" "09062022_result.TextGrid" 74 "asi" "asi"
"1475" "09062022_result.TextGrid" 74 "et" "et"
"1476" "09062022_result.TextGrid" 74 "on" "on"
"1477" "09062022_result.TextGrid" 74 "sihuke" "niisugune"
"1478" "09062022_result.TextGrid" 74 "poolik" "poolik"
"1479" "09062022_result.TextGrid" 74 "asi" "asi"
"1480" "09062022_result.TextGrid" 74 "et" "et"
"1481" "09062022_result.TextGrid" 74 "seal" "seal"
"1482" "09062022_result.TextGrid" 74 "on" "on"
"1483" "09062022_result.TextGrid" 74 "kuidagi" "kuidagi"
"1484" "09062022_result.TextGrid" 74 "deklareeritud" "deklareeritud"
"1485" "09062022_result.TextGrid" 74 "mida" "mida"
"1486" "09062022_result.TextGrid" 74 "on" "####"
"1487" "09062022_result.TextGrid" 74 "mida" "mida"
"1488" "09062022_result.TextGrid" 74 "üritatakse" "üritatakse"
"1489" "09062022_result.TextGrid" 74 "taodelda" "taodelda"
"1490" "09062022_result.TextGrid" 74 "selle" "selle"
"1491" "09062022_result.TextGrid" 74 "feministliku" "feministliku"
"1492" "09062022_result.TextGrid" 74 "programmeerimiskeelega" "programmeerimiskeelega"
"1493" "09062022_result.TextGrid" 74 "aga" "aga"
"1494" "09062022_result.TextGrid" 74 "seda" "seda"
"1495" "09062022_result.TextGrid" 74 "ei" "ei"
"1496" "09062022_result.TextGrid" 74 "ole" "ole"
"1497" "09062022_result.TextGrid" 74 "seda" "seda"
"1498" "09062022_result.TextGrid" 74 "ei" "ei"
"1499" "09062022_result.TextGrid" 74 "ole" "ole"
"1500" "09062022_result.TextGrid" 74 "võimalik" "võimalik"
"1501" "09062022_result.TextGrid" 74 "kasutada" "kasutada"
"1502" "09062022_result.TextGrid" 74 "et" "et"
"1503" "09062022_result.TextGrid" 74 "reaalselt" "reaalselt"
"1504" "09062022_result.TextGrid" 74 "mingit" "mingit"
"1505" "09062022_result.TextGrid" 74 "suurt" "suurt"
"1506" "09062022_result.TextGrid" 74 "rakendust" "rakendust"
"1507" "09062022_result.TextGrid" 74 "võibolla" "võibolla"
"1508" "09062022_result.TextGrid" 74 "hetkel" "hetkel"
"1509" "09062022_result.TextGrid" 74 "luua" "luua"
"1510" "09062022_result.TextGrid" 74 "et" "et"
"1511" "09062022_result.TextGrid" 74 "see" "see"
"1512" "09062022_result.TextGrid" 74 "on" "on"
"1513" "09062022_result.TextGrid" 74 "pigem" "pigem"
"1514" "09062022_result.TextGrid" 74 "siis" "siis"
"1515" "09062022_result.TextGrid" 74 "niiöelda" "niiöelda"
"1516" "09062022_result.TextGrid" 74 "selle" "selle"
"1517" "09062022_result.TextGrid" 74 "ebavõrdsusele" "ebavõrdsusele"
"1518" "09062022_result.TextGrid" 74 "niiöelda" "niiöelda"
"1519" "09062022_result.TextGrid" 74 "tähelepanu" "tähelepanu"
"1520" "09062022_result.TextGrid" 74 "pööramiseks" "pööramiseks"
"1521" "09062022_result.TextGrid" 74 "tehtud" "tehtud"
"1522" "09062022_result.TextGrid" 74 "jah" "####"
"1523" "09062022_result.TextGrid" 74 "ja" "ja"
"1524" "09062022_result.TextGrid" 75 "seda" "seda"
"1525" "09062022_result.TextGrid" 75 "tehakse" "tehakse"
"1526" "09062022_result.TextGrid" 75 "lä" "####"
"1527" "09062022_result.TextGrid" 75 "läbi" "läbi"
"1528" "09062022_result.TextGrid" 75 "selle" "selle"
"1529" "09062022_result.TextGrid" 75 "et" "et"
"1530" "09062022_result.TextGrid" 75 "võetakse" "võetakse"
"1531" "09062022_result.TextGrid" 76 "ma" "ma"
"1532" "09062022_result.TextGrid" 76 "ei" "ei"
"1533" "09062022_result.TextGrid" 76 "tea" "tea"
"1534" "09062022_result.TextGrid" 77 "kinnistunud" "kinnistunud"
"1535" "09062022_result.TextGrid" 77 "mingid" "mingid"
"1536" "09062022_result.TextGrid" 77 "dev" "####"
"1537" "09062022_result.TextGrid" 78 "definitsioonid" "definitsioonid"
"1538" "09062022_result.TextGrid" 78 "või" "või"
"1539" "09062022_result.TextGrid" 78 "terminid" "terminid"
"1540" "09062022_result.TextGrid" 78 "mida" "mida"
"1541" "09062022_result.TextGrid" 78 "me" "me"
"1542" "09062022_result.TextGrid" 78 "kasutame" "kasutame"
"1543" "09062022_result.TextGrid" 78 "infotehnoloogias" "infotehnoloogias"
"1544" "09062022_result.TextGrid" 78 "mhm" "####"
"1545" "09062022_result.TextGrid" 78 "ja" "ja"
"1546" "09062022_result.TextGrid" 78 "siis" "siis"
"1547" "09062022_result.TextGrid" 78 "kuidagi" "kuidagi"
"1548" "09062022_result.TextGrid" 78 "pööratakse" "pööratakse"
"1549" "09062022_result.TextGrid" 78 "need" "need"
"1550" "09062022_result.TextGrid" 78 "ümber" "ümber"
"1551" "09062022_result.TextGrid" 78 "ja" "ja"
"1552" "09062022_result.TextGrid" 78 "nagu" "nagu"
"1553" "09062022_result.TextGrid" 78 "kui" "kui"
"1554" "09062022_result.TextGrid" 78 "hakata" "hakata"
"1555" "09062022_result.TextGrid" 78 "mõtlema" "mõtlema"
"1556" "09062022_result.TextGrid" 78 "sii" "####"
"1557" "09062022_result.TextGrid" 78 "et" "et"
"1558" "09062022_result.TextGrid" 78 "no" "no"
"1559" "09062022_result.TextGrid" 78 "näiteks" "näiteks"
"1560" "09062022_result.TextGrid" 78 "et" "et"
"1561" "09062022_result.TextGrid" 78 "its" "its"
"1562" "09062022_result.TextGrid" 78 "kasutatakse" "kasutatakse"
"1563" "09062022_result.TextGrid" 78 "selliseid" "selliseid"
"1564" "09062022_result.TextGrid" 78 "termineid" "termineid"
"1565" "09062022_result.TextGrid" 78 "nagu" "nagu"
"1566" "09062022_result.TextGrid" 78 "ma" "ma"
"1567" "09062022_result.TextGrid" 78 "ei" "ei"
"1568" "09062022_result.TextGrid" 78 "tea" "tea"
"1569" "09062022_result.TextGrid" 78 "master" "master"
"1570" "09062022_result.TextGrid" 78 "mhm" "####"
"1571" "09062022_result.TextGrid" 78 "aa" "####"
"1572" "09062022_result.TextGrid" 78 "okei" "####"
"1573" "09062022_result.TextGrid" 79 "ja" "####"
"1574" "09062022_result.TextGrid" 79 "slave" "####"
"1575" "09062022_result.TextGrid" 79 "mhmh" "####"
"1576" "09062022_result.TextGrid" 79 "ei" "####"
"1577" "09062022_result.TextGrid" 79 "päriselt" "####"
"1578" "09062022_result.TextGrid" 79 "ka" "####"
"1579" "09062022_result.TextGrid" 79 "või" "laive"
"1580" "09062022_result.TextGrid" 79 "et" "et"
"1581" "09062022_result.TextGrid" 79 "nagu" "nagu"
"1582" "09062022_result.TextGrid" 79 "et" "####"
"1583" "09062022_result.TextGrid" 79 "näiteks" "####"
"1584" "09062022_result.TextGrid" 79 "sellistele" "####"
"1585" "09062022_result.TextGrid" 79 "asjadele" "sellistel"
"1586" "09062022_result.TextGrid" 79 "jaa" "asjadel"
"1587" "09062022_result.TextGrid" 80 "näiteks" "näiteks"
"1588" "09062022_result.TextGrid" 80 "sellistele" "sellistele"
"1589" "09062022_result.TextGrid" 80 "issand" "####"
"1590" "09062022_result.TextGrid" 80 "jumal" "####"
"1591" "09062022_result.TextGrid" 80 "asjadele" "asjadele"
"1592" "09062022_result.TextGrid" 80 "tähelepanu" "tähelepanu"
"1593" "09062022_result.TextGrid" 80 "pööramine" "pööramine"
"1594" "09062022_result.TextGrid" 80 "mhmh" "####"
"1595" "09062022_result.TextGrid" 80 "ja" "####"
"1596" "09062022_result.TextGrid" 80 "neid" "neid"
"1597" "09062022_result.TextGrid" 80 "selliseid" "selliseid"
"1598" "09062022_result.TextGrid" 80 "seoseid" "seoseid"
"1599" "09062022_result.TextGrid" 80 "võib" "võib"
"1600" "09062022_result.TextGrid" 80 "hästi" "hästi"
"1601" "09062022_result.TextGrid" 80 "palju" "palju"
"1602" "09062022_result.TextGrid" 80 "leida" "leida"
"1603" "09062022_result.TextGrid" 80 "okei" "####"
"1604" "09062022_result.TextGrid" 80 "et" "et"
"1605" "09062022_result.TextGrid" 80 "see" "see"
"1606" "09062022_result.TextGrid" 80 "fr" "####"
"1607" "09062022_result.TextGrid" 80 "feministlik" "feministlik"
"1608" "09062022_result.TextGrid" 80 "programmeerimiskeel" "programmeerimiskeel"
"1609" "09062022_result.TextGrid" 80 "seda" "seda"
"1610" "09062022_result.TextGrid" 80 "teeb" "teeb"
"1611" "09062022_result.TextGrid" 80 "et" "####"
"1612" "09062022_result.TextGrid" 80 "see" "####"
"1613" "09062022_result.TextGrid" 80 "on" "####"
"1614" "09062022_result.TextGrid" 81 "hästi" "hästi"
"1615" "09062022_result.TextGrid" 81 "äge" "äge"
"1616" "09062022_result.TextGrid" 81 "tegelikult" "tegelikult"
"1617" "09062022_result.TextGrid" 81 "kontseptsioon" "####"
"1618" "09062022_result.TextGrid" 81 "et" "konsultatsioon"
"1619" "09062022_result.TextGrid" 82 "soovitan" "soovitan"
"1620" "09062022_result.TextGrid" 82 "uurida" "uurida"
"1621" "09062022_result.TextGrid" 83 "ma" "ma"
"1622" "09062022_result.TextGrid" 83 "arvan" "arvan"
"1623" "09062022_result.TextGrid" 83 "et" "et"
"1624" "09062022_result.TextGrid" 83 "its" "its"
"1625" "09062022_result.TextGrid" 83 "on" "on"
"1626" "09062022_result.TextGrid" 83 "hästi" "hästi"
"1627" "09062022_result.TextGrid" 83 "palju" "palju"
"1628" "09062022_result.TextGrid" 83 "kväärinimesi" "väärinimesi"
"1629" "09062022_result.TextGrid" 83 "et" "et"
"1630" "09062022_result.TextGrid" 83 "ma" "ma"
"1631" "09062022_result.TextGrid" 83 "ise" "ise"
"1632" "09062022_result.TextGrid" 83 "tunnen" "tunnen"
"1633" "09062022_result.TextGrid" 83 "päris" "päris"
"1634" "09062022_result.TextGrid" 83 "palju" "palju"
"1635" "09062022_result.TextGrid" 83 "inimesi" "inimesi"
"1636" "09062022_result.TextGrid" 83 "kes" "kes"
"1637" "09062022_result.TextGrid" 83 "on" "on"
"1638" "09062022_result.TextGrid" 83 "ma" "ma"
"1639" "09062022_result.TextGrid" 83 "ei" "ei"
"1640" "09062022_result.TextGrid" 83 "tea" "tea"
"1641" "09062022_result.TextGrid" 83 "homoseksuaalsed" "homoseksuaalsed"
"1642" "09062022_result.TextGrid" 83 "või" "või"
"1643" "09062022_result.TextGrid" 83 "transsoolised" "transsoolised"
"1644" "09062022_result.TextGrid" 83 "või" "või"
"1645" "09062022_result.TextGrid" 84 "mis" "mis"
"1646" "09062022_result.TextGrid" 84 "iganes" "iganes"
"1647" "09062022_result.TextGrid" 84 "on" "on"
"1648" "09062022_result.TextGrid" 84 "ju" "ju"
"1649" "09062022_result.TextGrid" 84 "ja" "ja"
"1650" "09062022_result.TextGrid" 84 "nad" "####"
"1651" "09062022_result.TextGrid" 84 "töötavad" "töötavad"
"1652" "09062022_result.TextGrid" 84 "its" "its"
"1653" "09062022_result.TextGrid" 84 "aga" "aga"
"1654" "09062022_result.TextGrid" 84 "on" "on"
"1655" "09062022_result.TextGrid" 84 "ikkagi" "ikkagi"
"1656" "09062022_result.TextGrid" 84 "hästi" "hästi"
"1657" "09062022_result.TextGrid" 84 "palju" "palju"
"1658" "09062022_result.TextGrid" 84 "sellist" "sellist"
"1659" "09062022_result.TextGrid" 84 "kapis" "kapis"
"1660" "09062022_result.TextGrid" 84 "olemist" "olemist"
"1661" "09062022_result.TextGrid" 84 "et" "et"
"1662" "09062022_result.TextGrid" 84 "ma" "ma"
"1663" "09062022_result.TextGrid" 84 "ütleks" "ütleks"
"1664" "09062022_result.TextGrid" 84 "et" "et"
"1665" "09062022_result.TextGrid" 84 "ta" "ta"
"1666" "09062022_result.TextGrid" 84 "on" "on"
"1667" "09062022_result.TextGrid" 84 "jah" "jah"
"1668" "09062022_result.TextGrid" 84 "nagu" "nagu"
"1669" "09062022_result.TextGrid" 84 "raili" "raili"
"1670" "09062022_result.TextGrid" 84 "uibo" "ibo"
"1671" "09062022_result.TextGrid" 84 "uibu" "uibu"
"1672" "09062022_result.TextGrid" 84 "uibo" "####"
"1673" "09062022_result.TextGrid" 84 "uibo" "####"
"1674" "09062022_result.TextGrid" 84 "uibo" "####"
"1675" "09062022_result.TextGrid" 85 "oma" "oma"
"1676" "09062022_result.TextGrid" 85 "raamatus" "raamatus"
"1677" "09062022_result.TextGrid" 85 "ütles" "ütles"
"1678" "09062022_result.TextGrid" 85 "et" "et"
"1679" "09062022_result.TextGrid" 85 "ongi" "ongi"
"1680" "09062022_result.TextGrid" 85 "see" "####"
"1681" "09062022_result.TextGrid" 85 "pigem" "pigem"
"1682" "09062022_result.TextGrid" 85 "selline" "selline"
"1683" "09062022_result.TextGrid" 85 "hägune" "hägune"
"1684" "09062022_result.TextGrid" 86 "seis" "seis"
"1685" "09062022_result.TextGrid" 86 "et" "et"
"1686" "09062022_result.TextGrid" 86 "ma" "ma"
"1687" "09062022_result.TextGrid" 86 "ei" "ei"
"1688" "09062022_result.TextGrid" 86 "tea" "tea"
"1689" "09062022_result.TextGrid" 86 "kui" "kui"
"1690" "09062022_result.TextGrid" 86 "küsida" "küsida"
"1691" "09062022_result.TextGrid" 87 "ma" "ma"
"1692" "09062022_result.TextGrid" 87 "ei" "ei"
"1693" "09062022_result.TextGrid" 87 "tea" "tea"
"1694" "09062022_result.TextGrid" 87 "kolleegid" "kolleegid"
"1695" "09062022_result.TextGrid" 87 "kolleegilt" "kolleegid"
"1696" "09062022_result.TextGrid" 87 "või" "või"
"1697" "09062022_result.TextGrid" 87 "näiteks" "näiteks"
"1698" "09062022_result.TextGrid" 87 "kui" "kui"
"1699" "09062022_result.TextGrid" 87 "minult" "minult"
"1700" "09062022_result.TextGrid" 87 "küsida" "küsida"
"1701" "09062022_result.TextGrid" 87 "et" "et"
"1702" "09062022_result.TextGrid" 87 "kas" "kas"
"1703" "09062022_result.TextGrid" 87 "ma" "ma"
"1704" "09062022_result.TextGrid" 87 "olen" "olen"
"1705" "09062022_result.TextGrid" 87 "trans" "trans"
"1706" "09062022_result.TextGrid" 87 "siis" "siis"
"1707" "09062022_result.TextGrid" 87 "ma" "ma"
"1708" "09062022_result.TextGrid" 87 "ütlen" "ütlen"
"1709" "09062022_result.TextGrid" 87 "et" "et"
"1710" "09062022_result.TextGrid" 87 "ma" "ma"
"1711" "09062022_result.TextGrid" 87 "ei" "ei"
"1712" "09062022_result.TextGrid" 87 "hakka" "hakka"
"1713" "09062022_result.TextGrid" 87 "valetama" "valetama"
"1714" "09062022_result.TextGrid" 87 "mhmh" "####"
"1715" "09062022_result.TextGrid" 87 "ma" "ma"
"1716" "09062022_result.TextGrid" 87 "ütlen" "ütlen"
"1717" "09062022_result.TextGrid" 87 "et" "et"
"1718" "09062022_result.TextGrid" 87 "jaa" "jaa"
"1719" "09062022_result.TextGrid" 87 "ma" "ma"
"1720" "09062022_result.TextGrid" 87 "olen" "olen"
"1721" "09062022_result.TextGrid" 87 "aga" "aga"
"1722" "09062022_result.TextGrid" 87 "üldiselt" "üldiselt"
"1723" "09062022_result.TextGrid" 87 "seda" "seda"
"1724" "09062022_result.TextGrid" 87 "ei" "ei"
"1725" "09062022_result.TextGrid" 87 "küsita" "küsita"
"1726" "09062022_result.TextGrid" 87 "ja" "ja"
"1727" "09062022_result.TextGrid" 87 "samas" "samas"
"1728" "09062022_result.TextGrid" 87 "ma" "ma"
"1729" "09062022_result.TextGrid" 87 "näiteks" "näiteks"
"1730" "09062022_result.TextGrid" 87 "kui" "kui"
"1731" "09062022_result.TextGrid" 87 "küsitakse" "küsitakse"
"1732" "09062022_result.TextGrid" 87 "et" "et"
"1733" "09062022_result.TextGrid" 87 "kas" "kas"
"1734" "09062022_result.TextGrid" 87 "ma" "ma"
"1735" "09062022_result.TextGrid" 87 "olen" "olen"
"1736" "09062022_result.TextGrid" 87 "lesbi" "lesbi"
"1737" "09062022_result.TextGrid" 87 "siis" "siis"
"1738" "09062022_result.TextGrid" 87 "ma" "ma"
"1739" "09062022_result.TextGrid" 87 "ütlen" "ütlen"
"1740" "09062022_result.TextGrid" 87 "et" "et"
"1741" "09062022_result.TextGrid" 87 "ei" "ei"
"1742" "09062022_result.TextGrid" 87 "aga" "aga"
"1743" "09062022_result.TextGrid" 87 "ma" "ma"
"1744" "09062022_result.TextGrid" 87 "ei" "ei"
"1745" "09062022_result.TextGrid" 87 "hakka" "hakka"
"1746" "09062022_result.TextGrid" 87 "sinna" "sinu"
"1747" "09062022_result.TextGrid" 87 "juurde" "juurde"
"1748" "09062022_result.TextGrid" 87 "ka" "ka"
"1749" "09062022_result.TextGrid" 87 "selgitama" "selgitama"
"1750" "09062022_result.TextGrid" 87 "et" "et"
"1751" "09062022_result.TextGrid" 87 "ma" "ma"
"1752" "09062022_result.TextGrid" 87 "olen" "olen"
"1753" "09062022_result.TextGrid" 88 "trans" "trans"
"1754" "09062022_result.TextGrid" 88 "näiteks" "näiteks"
"1755" "09062022_result.TextGrid" 88 "ma" "ma"
