"f" "voor" "ref" "hyp"
"1641" "08072021_result.TextGrid" 46 "sama" "####"
"1642" "08072021_result.TextGrid" 46 "hea" "####"
"1643" "08072021_result.TextGrid" 46 "transition" "####"
"1644" "08072021_result.TextGrid" 46 "kui" "####"
"1645" "08072021_result.TextGrid" 46 "mul" "####"
"1646" "08072021_result.TextGrid" 46 "seal" "####"
"1647" "08072021_result.TextGrid" 46 "peol" "####"
"1648" "08072021_result.TextGrid" 46 "jaa" "####"
"1649" "08072021_result.TextGrid" 46 "see" "####"
"1650" "08072021_result.TextGrid" 46 "oli" "####"
"1651" "08072021_result.TextGrid" 46 "see" "####"
"1652" "08072021_result.TextGrid" 46 "oli" "####"
"1653" "08072021_result.TextGrid" 46 "praegult" "eluwerdist"
"1654" "08072021_result.TextGrid" 47 "ei" "ei"
"1655" "08072021_result.TextGrid" 47 "sest" "sest"
"1656" "08072021_result.TextGrid" 47 "ma" "ma"
"1657" "08072021_result.TextGrid" 47 "mõtlengi" "mõtlengi"
"1658" "08072021_result.TextGrid" 47 "et" "et"
"1659" "08072021_result.TextGrid" 47 "minu" "####"
"1660" "08072021_result.TextGrid" 47 "minu" "minu"
"1661" "08072021_result.TextGrid" 47 "jaoks" "jaoks"
"1662" "08072021_result.TextGrid" 47 "nagu" "nagu"
"1663" "08072021_result.TextGrid" 47 "väga" "väga"
"1664" "08072021_result.TextGrid" 47 "suur" "suur"
"1665" "08072021_result.TextGrid" 47 "representation" "representation"
"1666" "08072021_result.TextGrid" 47 "on" "on"
"1667" "08072021_result.TextGrid" 47 "tulnud" "tulnud"
"1668" "08072021_result.TextGrid" 47 "meediast" "meedias"
"1669" "08072021_result.TextGrid" 47 "nagu" "nagu"
"1670" "08072021_result.TextGrid" 47 "näiteks" "näiteks"
"1671" "08072021_result.TextGrid" 47 "ka" "ka"
"1672" "08072021_result.TextGrid" 48 "jällegi" "jällegi"
"1673" "08072021_result.TextGrid" 48 "kuidas" "kuidas"
"1674" "08072021_result.TextGrid" 48 "mina" "mina"
"1675" "08072021_result.TextGrid" 48 "sain" "sain"
"1676" "08072021_result.TextGrid" 48 "aru" "aru"
"1677" "08072021_result.TextGrid" 48 "et" "et"
"1678" "08072021_result.TextGrid" 48 "lesbid" "lesbid"
"1679" "08072021_result.TextGrid" 48 "eksisteerivad" "eksisteerivad"
"1680" "08072021_result.TextGrid" 48 "oli" "oli"
"1681" "08072021_result.TextGrid" 48 "see" "see"
"1682" "08072021_result.TextGrid" 48 "et" "et"
"1683" "08072021_result.TextGrid" 48 "oli" "oli"
"1684" "08072021_result.TextGrid" 48 "üks" "üks"
"1685" "08072021_result.TextGrid" 48 "hiline" "hiline"
"1686" "08072021_result.TextGrid" 48 "õhtu" "õhtu"
"1687" "08072021_result.TextGrid" 48 "kui" "kui"
"1688" "08072021_result.TextGrid" 48 "mina" "mina"
"1689" "08072021_result.TextGrid" 48 "vaatasin" "vaatasin"
"1690" "08072021_result.TextGrid" 48 "telekat" "telekat"
"1691" "08072021_result.TextGrid" 48 "mis" "mis"
"1692" "08072021_result.TextGrid" 48 "ma" "ma"
"1693" "08072021_result.TextGrid" 48 "olin" "olin"
"1694" "08072021_result.TextGrid" 48 "mingi" "mingi"
"1695" "08072021_result.TextGrid" 48 "####" "äkki"
"1696" "08072021_result.TextGrid" 48 "####" "mingi"
"1697" "08072021_result.TextGrid" 48 "äkki" "kümne"
"1698" "08072021_result.TextGrid" 48 "mingi" "aastane"
"1699" "08072021_result.TextGrid" 48 "kümneaastane" "üheksa"
"1700" "08072021_result.TextGrid" 48 "üheksaaastane" "aastane"
"1701" "08072021_result.TextGrid" 48 "ja" "ja"
"1702" "08072021_result.TextGrid" 48 "siis" "siis"
"1703" "08072021_result.TextGrid" 48 "sealt" "seal"
"1704" "08072021_result.TextGrid" 48 "tuli" "####"
"1705" "08072021_result.TextGrid" 48 "nagu" "tuli"
"1706" "08072021_result.TextGrid" 48 "the" "nagu"
"1707" "08072021_result.TextGrid" 48 "l" "dell"
"1708" "08072021_result.TextGrid" 48 "wordi" "####"
"1709" "08072021_result.TextGrid" 48 "episood" "####"
"1710" "08072021_result.TextGrid" 49 "telekas" "telekas"
"1711" "08072021_result.TextGrid" 49 "eesti" "eesti"
"1712" "08072021_result.TextGrid" 49 "telekas" "telekas"
"1713" "08072021_result.TextGrid" 49 "mingi" "mingi"
"1714" "08072021_result.TextGrid" 49 "kanal" "kanal"
"1715" "08072021_result.TextGrid" 49 "kaks" "kaks"
"1716" "08072021_result.TextGrid" 49 "äkki" "äkki"
"1717" "08072021_result.TextGrid" 49 "või" "või"
"1718" "08072021_result.TextGrid" 49 "või" "või"
"1719" "08072021_result.TextGrid" 49 "mingi" "mingi"
"1720" "08072021_result.TextGrid" 49 "ma" "ma"
"1721" "08072021_result.TextGrid" 49 "ei" "ei"
"1722" "08072021_result.TextGrid" 49 "tea" "####"
"1723" "08072021_result.TextGrid" 49 "tv" "####"
"1724" "08072021_result.TextGrid" 49 "vist" "tea"
"1725" "08072021_result.TextGrid" 49 "ilmselt" "ilmselt"
"1726" "08072021_result.TextGrid" 49 "oli" "oli"
"1727" "08072021_result.TextGrid" 49 "kanal" "kanal"
"1728" "08072021_result.TextGrid" 49 "kaks" "kaks"
"1729" "08072021_result.TextGrid" 49 "aga" "aga"
"1730" "08072021_result.TextGrid" 49 "see" "see"
"1731" "08072021_result.TextGrid" 49 "oli" "oli"
"1732" "08072021_result.TextGrid" 49 "nagu" "nagu"
"1733" "08072021_result.TextGrid" 49 "öisel" "öisel"
"1734" "08072021_result.TextGrid" 49 "ajal" "ajal"
"1735" "08072021_result.TextGrid" 49 "niimoodi" "niimoodi"
"1736" "08072021_result.TextGrid" 49 "et" "et"
"1737" "08072021_result.TextGrid" 49 "nagu" "nagu"
"1738" "08072021_result.TextGrid" 49 "lapsed" "lapsed"
"1739" "08072021_result.TextGrid" 49 "magavad" "magavad"
"1740" "08072021_result.TextGrid" 49 "juba" "juba"
"1741" "08072021_result.TextGrid" 49 "vaata" "####"
"1742" "08072021_result.TextGrid" 49 "et" "vaata"
"1743" "08072021_result.TextGrid" 49 "see" "see"
"1744" "08072021_result.TextGrid" 49 "oli" "oli"
"1745" "08072021_result.TextGrid" 49 "sihuke" "niisugune"
"1746" "08072021_result.TextGrid" 49 "ka" "ka"
"1747" "08072021_result.TextGrid" 49 "et" "et"
"1748" "08072021_result.TextGrid" 49 "mul" "mul"
"1749" "08072021_result.TextGrid" 49 "nagu" "nagu"
"1750" "08072021_result.TextGrid" 49 "und" "und"
"1751" "08072021_result.TextGrid" 49 "ei" "ei"
"1752" "08072021_result.TextGrid" 49 "tulnud" "tulnud"
"1753" "08072021_result.TextGrid" 49 "ja" "ja"
"1754" "08072021_result.TextGrid" 49 "vanemad" "vanemad"
"1755" "08072021_result.TextGrid" 49 "kõik" "kõik"
"1756" "08072021_result.TextGrid" 49 "juba" "juba"
"1757" "08072021_result.TextGrid" 49 "magasid" "magasid"
"1758" "08072021_result.TextGrid" 49 "ja" "ja"
"1759" "08072021_result.TextGrid" 49 "mina" "mina"
"1760" "08072021_result.TextGrid" 49 "vaikselt" "vaikselt"
"1761" "08072021_result.TextGrid" 49 "vaatasin" "vaatasin"
"1762" "08072021_result.TextGrid" 49 "telekat" "####"
"1763" "08072021_result.TextGrid" 49 "ja" "telekat"
"1764" "08072021_result.TextGrid" 49 "siis" "siis"
"1765" "08072021_result.TextGrid" 49 "järsku" "järsku"
"1766" "08072021_result.TextGrid" 49 "oli" "oli"
"1767" "08072021_result.TextGrid" 49 "seal" "seal"
"1768" "08072021_result.TextGrid" 49 "olid" "olid"
"1769" "08072021_result.TextGrid" 49 "mingid" "mingid"
"1770" "08072021_result.TextGrid" 49 "lesbid" "lesbid"
"1771" "08072021_result.TextGrid" 49 "kes" "kes"
"1772" "08072021_result.TextGrid" 49 "seksisid" "eksisid"
"1773" "08072021_result.TextGrid" 49 "omavahel" "omavahel"
"1774" "08072021_result.TextGrid" 49 "ja" "ja"
"1775" "08072021_result.TextGrid" 49 "ma" "ma"
"1776" "08072021_result.TextGrid" 49 "isegi" "isegi"
"1777" "08072021_result.TextGrid" 49 "ei" "ei"
"1778" "08072021_result.TextGrid" 49 "mäleta" "mäleta"
"1779" "08072021_result.TextGrid" 49 "mis" "mis"
"1780" "08072021_result.TextGrid" 49 "episood" "episood"
"1781" "08072021_result.TextGrid" 49 "see" "see"
"1782" "08072021_result.TextGrid" 49 "on" "on"
"1783" "08072021_result.TextGrid" 49 "ma" "ma"
"1784" "08072021_result.TextGrid" 49 "olen" "olen"
"1785" "08072021_result.TextGrid" 49 "seda" "seda"
"1786" "08072021_result.TextGrid" 49 "episoodi" "episoodi"
"1787" "08072021_result.TextGrid" 49 "hiljem" "hiljem"
"1788" "08072021_result.TextGrid" 49 "nagu" "nagu"
"1789" "08072021_result.TextGrid" 49 "vaadanud" "vaadanud"
"1790" "08072021_result.TextGrid" 49 "ka" "ka"
"1791" "08072021_result.TextGrid" 49 "kui" "kui"
"1792" "08072021_result.TextGrid" 49 "ma" "ma"
"1793" "08072021_result.TextGrid" 49 "olen" "olen"
"1794" "08072021_result.TextGrid" 49 "####" "nagu"
"1795" "08072021_result.TextGrid" 49 "nagu" "re"
"1796" "08072021_result.TextGrid" 49 "rewatchinud" "vatsi"
"1797" "08072021_result.TextGrid" 49 "olen" "olen"
"1798" "08072021_result.TextGrid" 49 "mitmeid" "mitmeid"
"1799" "08072021_result.TextGrid" 49 "kordi" "kordi"
"1800" "08072021_result.TextGrid" 50 "ja" "ja"
"1801" "08072021_result.TextGrid" 50 "ja" "ja"
"1802" "08072021_result.TextGrid" 50 "sa" "####"
"1803" "08072021_result.TextGrid" 50 "seda" "seda"
"1804" "08072021_result.TextGrid" 50 "on" "on"
"1805" "08072021_result.TextGrid" 50 "nagu" "nagu"
"1806" "08072021_result.TextGrid" 50 "päris" "päris"
"1807" "08072021_result.TextGrid" 50 "huvitav" "huvitav"
"1808" "08072021_result.TextGrid" 50 "vaadata" "vaadata"
"1809" "08072021_result.TextGrid" 50 "mis" "mis"
"1810" "08072021_result.TextGrid" 50 "pilguga" "pilguga"
"1811" "08072021_result.TextGrid" 50 "mina" "mina"
"1812" "08072021_result.TextGrid" 50 "tollal" "tollal"
"1813" "08072021_result.TextGrid" 50 "seda" "seda"
"1814" "08072021_result.TextGrid" 50 "nägin" "nägin"
"1815" "08072021_result.TextGrid" 50 "ja" "ja"
"1816" "08072021_result.TextGrid" 50 "mis" "mis"
"1817" "08072021_result.TextGrid" 50 "pilguga" "pilguga"
"1818" "08072021_result.TextGrid" 50 "ma" "ma"
"1819" "08072021_result.TextGrid" 50 "praegu" "praegu"
"1820" "08072021_result.TextGrid" 50 "vaatan" "vaatan"
"1821" "08072021_result.TextGrid" 50 "aga" "aga"
"1822" "08072021_result.TextGrid" 50 "siis" "siis"
"1823" "08072021_result.TextGrid" 50 "ma" "ma"
"1824" "08072021_result.TextGrid" 50 "vaatasin" "vaatasin"
"1825" "08072021_result.TextGrid" 50 "seda" "seda"
"1826" "08072021_result.TextGrid" 50 "suht" "suht"
"1827" "08072021_result.TextGrid" 50 "jah" "jah"
"1828" "08072021_result.TextGrid" 50 "niimoodi" "niimoodi"
"1829" "08072021_result.TextGrid" 50 "nagu" "nagu"
"1830" "08072021_result.TextGrid" 50 "läbi" "läbi"
"1831" "08072021_result.TextGrid" 50 "sõrmede" "sõrmede"
"1832" "08072021_result.TextGrid" 50 "veits" "vesi"
"1833" "08072021_result.TextGrid" 50 "oh" "oh"
"1834" "08072021_result.TextGrid" 50 "mis" "mis"
"1835" "08072021_result.TextGrid" 50 "see" "see"
"1836" "08072021_result.TextGrid" 50 "nüüd" "nüüd"
"1837" "08072021_result.TextGrid" 50 "on" "on"
"1838" "08072021_result.TextGrid" 50 "see" "see"
"1839" "08072021_result.TextGrid" 50 "ei" "ei"
"1840" "08072021_result.TextGrid" 50 "huvita" "huvita"
"1841" "08072021_result.TextGrid" 50 "meid" "meid"
"1842" "08072021_result.TextGrid" 50 "üldse" "üldse"
"1843" "08072021_result.TextGrid" 50 "aga" "aga"
"1844" "08072021_result.TextGrid" 50 "ma" "ma"
"1845" "08072021_result.TextGrid" 50 "ikka" "ikka"
"1846" "08072021_result.TextGrid" 50 "vaatan" "vaatan"
"1847" "08072021_result.TextGrid" 50 "edasi" "edasi"
"1848" "08072021_result.TextGrid" 50 "sellepärast" "sellepärast"
"1849" "08072021_result.TextGrid" 50 "et" "et"
"1850" "08072021_result.TextGrid" 50 "see" "see"
"1851" "08072021_result.TextGrid" 50 "on" "on"
"1852" "08072021_result.TextGrid" 50 "põnev" "####"
"1853" "08072021_result.TextGrid" 50 "ja" "####"
"1854" "08072021_result.TextGrid" 50 "tõmbab" "####"
"1855" "08072021_result.TextGrid" 50 "aga" "####"
"1856" "08072021_result.TextGrid" 50 "ei" "####"
"1857" "08072021_result.TextGrid" 50 "a" "####"
"1858" "08072021_result.TextGrid" 50 "te" "####"
"1859" "08072021_result.TextGrid" 50 "te" "####"
"1860" "08072021_result.TextGrid" 51 "mina" "mina"
"1861" "08072021_result.TextGrid" 51 "olen" "olen"
"1862" "08072021_result.TextGrid" 51 "vaadanud" "vaadanud"
"1863" "08072021_result.TextGrid" 52 "ilmselgelt" "ilmselgelt"
"1864" "08072021_result.TextGrid" 52 "sorry" "sorry"
"1865" "08072021_result.TextGrid" 52 "ma" "####"
"1866" "08072021_result.TextGrid" 52 "nagu" "####"
"1867" "08072021_result.TextGrid" 52 "minu" "minu"
"1868" "08072021_result.TextGrid" 52 "jaoks" "jaoks"
"1869" "08072021_result.TextGrid" 52 "the" "####"
"1870" "08072021_result.TextGrid" 52 "l" "####"
"1871" "08072021_result.TextGrid" 52 "word" "kord"
"1872" "08072021_result.TextGrid" 52 "on" "on"
"1873" "08072021_result.TextGrid" 52 "ma" "ma"
"1874" "08072021_result.TextGrid" 52 "olen" "olen"
"1875" "08072021_result.TextGrid" 52 "ühes" "ühes"
"1876" "08072021_result.TextGrid" 52 "teises" "teises"
"1877" "08072021_result.TextGrid" 52 "podcastis" "botchestis"
"1878" "08072021_result.TextGrid" 52 "vist" "vist"
"1879" "08072021_result.TextGrid" 52 "rääkinud" "rääkinud"
"1880" "08072021_result.TextGrid" 52 "aga" "aga"
"1881" "08072021_result.TextGrid" 52 "ei" "ei"
"1882" "08072021_result.TextGrid" 52 "see" "see"
"1883" "08072021_result.TextGrid" 52 "minu" "minu"
"1884" "08072021_result.TextGrid" 52 "jaoks" "jaoks"
"1885" "08072021_result.TextGrid" 52 "oli" "oli"
"1886" "08072021_result.TextGrid" 52 "tõesti" "tõesti"
"1887" "08072021_result.TextGrid" 52 "noh" "noh"
"1888" "08072021_result.TextGrid" 52 "see" "see"
"1889" "08072021_result.TextGrid" 52 "sari" "sari"
"1890" "08072021_result.TextGrid" 52 "mis" "mis"
"1891" "08072021_result.TextGrid" 52 "mis" "mis"
"1892" "08072021_result.TextGrid" 52 "sai" "sai"
"1893" "08072021_result.TextGrid" 52 "mis" "mis"
"1894" "08072021_result.TextGrid" 52 "oli" "####"
"1895" "08072021_result.TextGrid" 52 "that" "that"
"1896" "08072021_result.TextGrid" 52 "cut" "####"
"1897" "08072021_result.TextGrid" 52 "me" "gut"
"1898" "08072021_result.TextGrid" 52 "through" "metro"
"1899" "08072021_result.TextGrid" 52 "closethood" "closetod"
"1900" "08072021_result.TextGrid" 52 "et" "et"
"1901" "08072021_result.TextGrid" 52 "kui" "####"
"1902" "08072021_result.TextGrid" 52 "ma" "ma"
"1903" "08072021_result.TextGrid" 52 "olin" "olin"
"1904" "08072021_result.TextGrid" 52 "kapis" "kapis"
"1905" "08072021_result.TextGrid" 52 "siis" "siis"
"1906" "08072021_result.TextGrid" 52 "see" "see"
"1907" "08072021_result.TextGrid" 52 "oli" "oli"
"1908" "08072021_result.TextGrid" 52 "see" "see"
"1909" "08072021_result.TextGrid" 52 "sari" "####"
"1910" "08072021_result.TextGrid" 52 "mida" "mida"
"1911" "08072021_result.TextGrid" 52 "ma" "ma"
"1912" "08072021_result.TextGrid" 52 "vaatasin" "vaatasin"
"1913" "08072021_result.TextGrid" 52 "ja" "ja"
"1914" "08072021_result.TextGrid" 52 "nägin" "nägin"
"1915" "08072021_result.TextGrid" 52 "et" "et"
"1916" "08072021_result.TextGrid" 52 "nagu" "nagu"
"1917" "08072021_result.TextGrid" 52 "teised" "teised"
"1918" "08072021_result.TextGrid" 52 "homod" "homod"
"1919" "08072021_result.TextGrid" 52 "ka" "ka"
"1920" "08072021_result.TextGrid" 52 "eksisteerivad" "eksisteerivad"
"1921" "08072021_result.TextGrid" 52 "mhmh" "####"
"1922" "08072021_result.TextGrid" 52 "ja" "ja"
"1923" "08072021_result.TextGrid" 52 "elavad" "elavad"
"1924" "08072021_result.TextGrid" 52 "mingi" "mingi"
"1925" "08072021_result.TextGrid" 52 "nagu" "nagu"
"1926" "08072021_result.TextGrid" 52 "avatud" "avatud"
"1927" "08072021_result.TextGrid" 52 "elusid" "elusid"
"1928" "08072021_result.TextGrid" 52 "sest" "sest"
"1929" "08072021_result.TextGrid" 52 "kuigi" "kuigi"
"1930" "08072021_result.TextGrid" 52 "õnneks" "õnneks"
"1931" "08072021_result.TextGrid" 52 "nagu" "nagu"
"1932" "08072021_result.TextGrid" 52 "ma" "ma"
"1933" "08072021_result.TextGrid" 52 "teadsin" "teadsin"
"1934" "08072021_result.TextGrid" 52 "enda" "enda"
"1935" "08072021_result.TextGrid" 52 "koolis" "koolis"
"1936" "08072021_result.TextGrid" 52 "ka" "ka"
"1937" "08072021_result.TextGrid" 52 "nagu" "nagu"
"1938" "08072021_result.TextGrid" 52 "päris" "päris"
"1939" "08072021_result.TextGrid" 52 "palju" "palju"
"1940" "08072021_result.TextGrid" 52 "homosid" "mosid"
"1941" "08072021_result.TextGrid" 52 "nagu" "nagu"
"1942" "08072021_result.TextGrid" 52 "mu" "mu"
"1943" "08072021_result.TextGrid" 52 "füüsikaõpetaja" "füüsikaõpetaja"
"1944" "08072021_result.TextGrid" 52 "oli" "oli"
"1945" "08072021_result.TextGrid" 52 "eesti" "eesti"
"1946" "08072021_result.TextGrid" 52 "lgbt" "elgebete"
"1947" "08072021_result.TextGrid" 52 "ühingu" "ühingu"
"1948" "08072021_result.TextGrid" 52 "asutaja" "asutaja"
"1949" "08072021_result.TextGrid" 52 "mhmh" "####"
"1950" "08072021_result.TextGrid" 52 "nii" "nii"
"1951" "08072021_result.TextGrid" 52 "et" "et"
"1952" "08072021_result.TextGrid" 52 "mul" "mul"
"1953" "08072021_result.TextGrid" 52 "oli" "oli"
"1954" "08072021_result.TextGrid" 52 "selles" "selles"
"1955" "08072021_result.TextGrid" 52 "mõttes" "mõttes"
"1956" "08072021_result.TextGrid" 52 "nagu" "nagu"
"1957" "08072021_result.TextGrid" 52 "representation" "representation"
"1958" "08072021_result.TextGrid" 52 "koolis" "koolis"
"1959" "08072021_result.TextGrid" 52 "täiesti" "täiesti"
"1960" "08072021_result.TextGrid" 52 "olemas" "olemas"
"1961" "08072021_result.TextGrid" 52 "shoutout" "sautaut"
"1962" "08072021_result.TextGrid" 52 "maret" "maret"
"1963" "08072021_result.TextGrid" 52 "ney" "nei"
"1964" "08072021_result.TextGrid" 53 "aga" "aga"
"1965" "08072021_result.TextGrid" 53 "aga" "aga"
"1966" "08072021_result.TextGrid" 53 "aga" "aga"
"1967" "08072021_result.TextGrid" 53 "ikka" "ikka"
"1968" "08072021_result.TextGrid" 53 "et" "et"
"1969" "08072021_result.TextGrid" 53 "nagu" "nagu"
"1970" "08072021_result.TextGrid" 53 "kuidagi" "kuidagi"
"1971" "08072021_result.TextGrid" 53 "just" "just"
"1972" "08072021_result.TextGrid" 53 "see" "see"
"1973" "08072021_result.TextGrid" 53 "et" "####"
"1974" "08072021_result.TextGrid" 53 "et" "####"
"1975" "08072021_result.TextGrid" 53 "sellest" "sellest"
"1976" "08072021_result.TextGrid" 53 "nagu" "nagu"
"1977" "08072021_result.TextGrid" 53 "avalikult" "avalikult"
"1978" "08072021_result.TextGrid" 53 "ikka" "ikka"
"1979" "08072021_result.TextGrid" 53 "ei" "####"
"1980" "08072021_result.TextGrid" 53 "nagu" "nagu"
"1981" "08072021_result.TextGrid" 53 "ei" "ei"
"1982" "08072021_result.TextGrid" 53 "räägitud" "räägitud"
"1983" "08072021_result.TextGrid" 53 "mhmh" "####"
"1984" "08072021_result.TextGrid" 53 "vaata" "vaata"
"1985" "08072021_result.TextGrid" 53 "et" "et"
"1986" "08072021_result.TextGrid" 53 "ja" "ja"
"1987" "08072021_result.TextGrid" 53 "nähes" "nähes"
"1988" "08072021_result.TextGrid" 53 "the" "####"
"1989" "08072021_result.TextGrid" 53 "l" "####"
"1990" "08072021_result.TextGrid" 53 "wordi" "elluerdi"
"1991" "08072021_result.TextGrid" 53 "ja" "ja"
"1992" "08072021_result.TextGrid" 53 "seda" "seda"
"1993" "08072021_result.TextGrid" 53 "representationit" "representation"
"1994" "08072021_result.TextGrid" 53 "kus" "kus"
"1995" "08072021_result.TextGrid" 53 "neil" "neil"
"1996" "08072021_result.TextGrid" 53 "ongi" "ongi"
"1997" "08072021_result.TextGrid" 53 "nagu" "nagu"
"1998" "08072021_result.TextGrid" 53 "või" "või"
"1999" "08072021_result.TextGrid" 53 "võibolla" "võibolla"
"2000" "08072021_result.TextGrid" 53 "just" "just"
"2001" "08072021_result.TextGrid" 53 "ka" "ka"
"2002" "08072021_result.TextGrid" 53 "see" "see"
"2003" "08072021_result.TextGrid" 53 "vibe" "####"
"2004" "08072021_result.TextGrid" 53 "see" "vaipse"
"2005" "08072021_result.TextGrid" 53 "nagu" "nagu"
"2006" "08072021_result.TextGrid" 53 "see" "see"
"2007" "08072021_result.TextGrid" 53 "sõprusgrupi" "sõprusgrupi"
"2008" "08072021_result.TextGrid" 53 "vibe" "vaip"
"2009" "08072021_result.TextGrid" 53 "mis" "mis"
"2010" "08072021_result.TextGrid" 53 "seal" "seal"
"2011" "08072021_result.TextGrid" 53 "on" "on"
"2012" "08072021_result.TextGrid" 53 "mhmh" "####"
"2013" "08072021_result.TextGrid" 53 "mis" "mis"
"2014" "08072021_result.TextGrid" 53 "mulle" "mulle"
"2015" "08072021_result.TextGrid" 53 "nagu" "nagu"
"2016" "08072021_result.TextGrid" 53 "vägaväga" "vägaväga"
"2017" "08072021_result.TextGrid" 53 "meeldis" "meeldis"
"2018" "08072021_result.TextGrid" 53 "mis" "mis"
"2019" "08072021_result.TextGrid" 53 "ma" "ma"
"2020" "08072021_result.TextGrid" 53 "nüüd" "nüüd"
"2021" "08072021_result.TextGrid" 53 "en" "####"
"2022" "08072021_result.TextGrid" 53 "mingil" "mingil"
"2023" "08072021_result.TextGrid" 53 "määral" "määral"
"2024" "08072021_result.TextGrid" 53 "endale" "endale"
"2025" "08072021_result.TextGrid" 53 "ka" "ka"
"2026" "08072021_result.TextGrid" 53 "saavutanud" "saavutanud"
"2027" "08072021_result.TextGrid" 53 "et" "et"
"2028" "08072021_result.TextGrid" 53 "ongi" "ongi"
"2029" "08072021_result.TextGrid" 53 "see" "see"
"2030" "08072021_result.TextGrid" 53 "et" "et"
"2031" "08072021_result.TextGrid" 53 "nagu" "nagu"
"2032" "08072021_result.TextGrid" 53 "mitte" "mitte"
"2033" "08072021_result.TextGrid" 53 "ainult" "####"
"2034" "08072021_result.TextGrid" 53 "et" "et"
"2035" "08072021_result.TextGrid" 53 "on" "on"
"2036" "08072021_result.TextGrid" 53 "nagu" "nagu"
"2037" "08072021_result.TextGrid" 53 "inimesed" "inimesed"
"2038" "08072021_result.TextGrid" 53 "vaid" "vaid"
"2039" "08072021_result.TextGrid" 53 "on" "on"
"2040" "08072021_result.TextGrid" 53 "lgbt" "####"
"2041" "08072021_result.TextGrid" 53 "kogukond" "kogukond"
"2042" "08072021_result.TextGrid" 53 "on" "on"
"2043" "08072021_result.TextGrid" 53 "lgbt" "####"
"2044" "08072021_result.TextGrid" 53 "sõpruskond" "sõpruskond"
"2045" "08072021_result.TextGrid" 53 "kes" "kes"
"2046" "08072021_result.TextGrid" 53 "siis" "siis"
"2047" "08072021_result.TextGrid" 53 "kõik" "kõik"
"2048" "08072021_result.TextGrid" 53 "üksteist" "üksteist"
"2049" "08072021_result.TextGrid" 53 "toetavad" "toetavad"
"2050" "08072021_result.TextGrid" 53 "mhmh" "####"
"2051" "08072021_result.TextGrid" 53 "aga" "aga"
"2052" "08072021_result.TextGrid" 53 "jah" "jah"
"2053" "08072021_result.TextGrid" 53 "miks" "miks"
"2054" "08072021_result.TextGrid" 53 "ma" "ma"
"2055" "08072021_result.TextGrid" 53 "hakkasin" "hakkasin"
"2056" "08072021_result.TextGrid" 53 "the" "####"
"2057" "08072021_result.TextGrid" 53 "l" "####"
"2058" "08072021_result.TextGrid" 53 "wordist" "lur"
"2059" "08072021_result.TextGrid" 53 "rääkima" "rääkima"
"2060" "08072021_result.TextGrid" 53 "on" "####"
"2061" "08072021_result.TextGrid" 53 "see" "see"
"2062" "08072021_result.TextGrid" 53 "et" "et"
"2063" "08072021_result.TextGrid" 53 "mõnedele" "mõnedele"
"2064" "08072021_result.TextGrid" 53 "meeldib" "meeldib"
"2065" "08072021_result.TextGrid" 53 "mõnedele" "mõnedele"
"2066" "08072021_result.TextGrid" 53 "ei" "ei"
"2067" "08072021_result.TextGrid" 53 "meeldi" "meeldi"
"2068" "08072021_result.TextGrid" 53 "seal" "seal"
"2069" "08072021_result.TextGrid" 53 "on" "on"
"2070" "08072021_result.TextGrid" 53 "ka" "ka"
"2071" "08072021_result.TextGrid" 53 "väga" "väga"
"2072" "08072021_result.TextGrid" 53 "palju" "palju"
"2073" "08072021_result.TextGrid" 53 "probleeme" "probleeme"
"2074" "08072021_result.TextGrid" 53 "see" "see"
"2075" "08072021_result.TextGrid" 53 "uus" "uus"
"2076" "08072021_result.TextGrid" 54 "tsau" "sau"
"2077" "08072021_result.TextGrid" 54 "tsau" "tsau"
"2078" "08072021_result.TextGrid" 54 "tsau" "tsau"
"2079" "08072021_result.TextGrid" 54 "fännid" "fännid"
"2080" "08072021_result.TextGrid" 54 "tsau" "####"
"2081" "08072021_result.TextGrid" 54 "elo" "####"
"2082" "08072021_result.TextGrid" 54 "shoutout" "jauel"
"2083" "08072021_result.TextGrid" 54 "elole" "shautautelule"
"2084" "08072021_result.TextGrid" 54 "parim" "parim"
"2085" "08072021_result.TextGrid" 54 "sõber" "sõber"
"2086" "08072021_result.TextGrid" 55 "aga" "aga"
"2087" "08072021_result.TextGrid" 55 "aga" "aga"
"2088" "08072021_result.TextGrid" 55 "jah" "jah"
"2089" "08072021_result.TextGrid" 55 "et" "et"
"2090" "08072021_result.TextGrid" 55 "et" "et"
"2091" "08072021_result.TextGrid" 55 "uus" "####"
"2092" "08072021_result.TextGrid" 55 "igatahes" "####"
"2093" "08072021_result.TextGrid" 55 "l" "####"
"2094" "08072021_result.TextGrid" 55 "word" "####"
"2095" "08072021_result.TextGrid" 55 "generation" "####"
"2096" "08072021_result.TextGrid" 55 "q" "####"
"2097" "08072021_result.TextGrid" 55 "on" "####"
"2098" "08072021_result.TextGrid" 55 "uus" "####"
"2099" "08072021_result.TextGrid" 55 "gen" "####"
"2100" "08072021_result.TextGrid" 55 "q" "####"
"2101" "08072021_result.TextGrid" 55 "minu" "####"
"2102" "08072021_result.TextGrid" 55 "arust" "####"
"2103" "08072021_result.TextGrid" 55 "see" "####"
"2104" "08072021_result.TextGrid" 55 "see" "####"
"2105" "08072021_result.TextGrid" 55 "sobib" "####"
"2106" "08072021_result.TextGrid" 55 "ka" "####"
"2107" "08072021_result.TextGrid" 56 "gen" "####"
