"f" "voor" "ref" "hyp"
"433" "kapistvalja_result.TextGrid" 23 "esimene" "esimene"
"434" "kapistvalja_result.TextGrid" 23 "asi" "asi"
"435" "kapistvalja_result.TextGrid" 23 "ongi" "ongi"
"436" "kapistvalja_result.TextGrid" 23 "see" "see"
"437" "kapistvalja_result.TextGrid" 23 "et" "et"
"438" "kapistvalja_result.TextGrid" 23 "lihtsalt" "lihtsalt"
"439" "kapistvalja_result.TextGrid" 23 "kuulata" "kuulata"
"440" "kapistvalja_result.TextGrid" 23 "mida" "mida"
"441" "kapistvalja_result.TextGrid" 23 "teisel" "teisel"
"442" "kapistvalja_result.TextGrid" 23 "inimesel" "inimesel"
"443" "kapistvalja_result.TextGrid" 23 "on" "on"
"444" "kapistvalja_result.TextGrid" 23 "sulle" "sulle"
"445" "kapistvalja_result.TextGrid" 23 "öelda" "öelda"
"446" "kapistvalja_result.TextGrid" 23 "ja" "ja"
"447" "kapistvalja_result.TextGrid" 23 "mitte" "mitte"
"448" "kapistvalja_result.TextGrid" 23 "kohe" "kohe"
"449" "kapistvalja_result.TextGrid" 23 "küsimusi" "küsimusi"
"450" "kapistvalja_result.TextGrid" 23 "hakata" "hakata"
"451" "kapistvalja_result.TextGrid" 23 "küsima" "küsima"
"452" "kapistvalja_result.TextGrid" 23 "või" "või"
"453" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"454" "kapistvalja_result.TextGrid" 23 "kommenteerima" "kommenteerima"
"455" "kapistvalja_result.TextGrid" 23 "et" "et"
"456" "kapistvalja_result.TextGrid" 23 "kõigepealt" "kõigepealt"
"457" "kapistvalja_result.TextGrid" 23 "ta" "ta"
"458" "kapistvalja_result.TextGrid" 23 "ära" "ära"
"459" "kapistvalja_result.TextGrid" 23 "kuulata" "kuulata"
"460" "kapistvalja_result.TextGrid" 23 "kui" "kui"
"461" "kapistvalja_result.TextGrid" 23 "sa" "sa"
"462" "kapistvalja_result.TextGrid" 23 "tunned" "tunned"
"463" "kapistvalja_result.TextGrid" 23 "et" "et"
"464" "kapistvalja_result.TextGrid" 23 "see" "see"
"465" "kapistvalja_result.TextGrid" 23 "tekitab" "tekitab"
"466" "kapistvalja_result.TextGrid" 23 "mingisugust" "mingisugust"
"467" "kapistvalja_result.TextGrid" 23 "suuri" "suuri"
"468" "kapistvalja_result.TextGrid" 23 "emotsioone" "emotsioone"
"469" "kapistvalja_result.TextGrid" 23 "siis" "siis"
"470" "kapistvalja_result.TextGrid" 23 "võibolla" "võibolla"
"471" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"472" "kapistvalja_result.TextGrid" 23 "võtta" "võtta"
"473" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"474" "kapistvalja_result.TextGrid" 23 "aeg" "aeg"
"475" "kapistvalja_result.TextGrid" 23 "maha" "maha"
"476" "kapistvalja_result.TextGrid" 23 "et" "et"
"477" "kapistvalja_result.TextGrid" 23 "olla" "olla"
"478" "kapistvalja_result.TextGrid" 23 "valmis" "valmis"
"479" "kapistvalja_result.TextGrid" 23 "selleks" "selleks"
"480" "kapistvalja_result.TextGrid" 23 "et" "et"
"481" "kapistvalja_result.TextGrid" 23 "et" "et"
"482" "kapistvalja_result.TextGrid" 23 "et" "et"
"483" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"484" "kapistvalja_result.TextGrid" 23 "te" "te"
"485" "kapistvalja_result.TextGrid" 23 "räägite" "räägite"
"486" "kapistvalja_result.TextGrid" 23 "sellest" "sellest"
"487" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"488" "kapistvalja_result.TextGrid" 23 "mitu" "mitu"
"489" "kapistvalja_result.TextGrid" 23 "korda" "korda"
"490" "kapistvalja_result.TextGrid" 23 "et" "####"
"491" "kapistvalja_result.TextGrid" 23 "see" "sa"
"492" "kapistvalja_result.TextGrid" 23 "ei" "ei"
"493" "kapistvalja_result.TextGrid" 23 "ole" "ole"
"494" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"495" "kapistvalja_result.TextGrid" 23 "sa" "sa"
"496" "kapistvalja_result.TextGrid" 23 "ei" "ei"
"497" "kapistvalja_result.TextGrid" 23 "pea" "pea"
"498" "kapistvalja_result.TextGrid" 23 "seda" "seda"
"499" "kapistvalja_result.TextGrid" 23 "ühe" "ühe"
"500" "kapistvalja_result.TextGrid" 23 "korraga" "korraga"
"501" "kapistvalja_result.TextGrid" 23 "ära" "ära"
"502" "kapistvalja_result.TextGrid" 23 "lahendama" "lahendama"
"503" "kapistvalja_result.TextGrid" 23 "seda" "####"
"504" "kapistvalja_result.TextGrid" 23 "situatsiooni" "situatsiooni"
"505" "kapistvalja_result.TextGrid" 23 "ja" "ja"
"506" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"507" "kapistvalja_result.TextGrid" 23 "kui" "kui"
"508" "kapistvalja_result.TextGrid" 23 "sa" "sa"
"509" "kapistvalja_result.TextGrid" 23 "ei" "ei"
"510" "kapistvalja_result.TextGrid" 23 "tea" "tea"
"511" "kapistvalja_result.TextGrid" 23 "siis" "siis"
"512" "kapistvalja_result.TextGrid" 23 "sa" "sa"
"513" "kapistvalja_result.TextGrid" 23 "võid" "võid"
"514" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"515" "kapistvalja_result.TextGrid" 23 "küsida" "küsida"
"516" "kapistvalja_result.TextGrid" 23 "alati" "alati"
"517" "kapistvalja_result.TextGrid" 23 "küsimusi" "küsimusi"
"518" "kapistvalja_result.TextGrid" 23 "aga" "aga"
"519" "kapistvalja_result.TextGrid" 23 "püüa" "####"
"520" "kapistvalja_result.TextGrid" 23 "ka" "püüame"
"521" "kapistvalja_result.TextGrid" 23 "mõelda" "mõelda"
"522" "kapistvalja_result.TextGrid" 23 "et" "et"
"523" "kapistvalja_result.TextGrid" 23 "kas" "kas"
"524" "kapistvalja_result.TextGrid" 23 "see" "see"
"525" "kapistvalja_result.TextGrid" 23 "oleks" "oleks"
"526" "kapistvalja_result.TextGrid" 23 "nagu" "nagu"
"527" "kapistvalja_result.TextGrid" 23 "mingi" "mingi"
"528" "kapistvalja_result.TextGrid" 23 "küsimus" "küsimus"
"529" "kapistvalja_result.TextGrid" 23 "mida" "mida"
"530" "kapistvalja_result.TextGrid" 23 "sa" "sa"
"531" "kapistvalja_result.TextGrid" 23 "endalt" "endalt"
"532" "kapistvalja_result.TextGrid" 23 "tahaksid" "tahaksid"
"533" "kapistvalja_result.TextGrid" 23 "et" "et"
"534" "kapistvalja_result.TextGrid" 23 "keegi" "keegi"
"535" "kapistvalja_result.TextGrid" 23 "sinult" "sinult"
"536" "kapistvalja_result.TextGrid" 23 "küsiks" "küsiks"
"537" "kapistvalja_result.TextGrid" 23 "jaa" "####"
"538" "kapistvalja_result.TextGrid" 24 "et" "et"
"539" "kapistvalja_result.TextGrid" 24 "noh" "noh"
"540" "kapistvalja_result.TextGrid" 24 "transinimeste" "transinimeste"
"541" "kapistvalja_result.TextGrid" 24 "puhul" "puhul"
"542" "kapistvalja_result.TextGrid" 24 "hästi" "hästi"
"543" "kapistvalja_result.TextGrid" 24 "tihti" "tihti"
"544" "kapistvalja_result.TextGrid" 24 "küsitakse" "küsitakse"
"545" "kapistvalja_result.TextGrid" 24 "mingid" "####"
"546" "kapistvalja_result.TextGrid" 24 "ha" "mingit"
"547" "kapistvalja_result.TextGrid" 24 "halvad" "halvad"
"548" "kapistvalja_result.TextGrid" 24 "näited" "näited"
"549" "kapistvalja_result.TextGrid" 24 "on" "on"
"550" "kapistvalja_result.TextGrid" 24 "need" "need"
"551" "kapistvalja_result.TextGrid" 24 "kui" "kui"
"552" "kapistvalja_result.TextGrid" 24 "küsitakse" "küsitakse"
"553" "kapistvalja_result.TextGrid" 24 "kohe" "kohe"
"554" "kapistvalja_result.TextGrid" 24 "näiteks" "näiteks"
"555" "kapistvalja_result.TextGrid" 24 "operatsioonide" "operatsioonide"
"556" "kapistvalja_result.TextGrid" 24 "kohta" "kohta"
"557" "kapistvalja_result.TextGrid" 24 "eeldatakse" "eeldatakse"
"558" "kapistvalja_result.TextGrid" 24 "et" "et"
"559" "kapistvalja_result.TextGrid" 24 "keegi" "keegi"
"560" "kapistvalja_result.TextGrid" 24 "on" "on"
"561" "kapistvalja_result.TextGrid" 24 "teinud" "teinud"
"562" "kapistvalja_result.TextGrid" 24 "või" "või"
"563" "kapistvalja_result.TextGrid" 24 "teeb" "teeb"
"564" "kapistvalja_result.TextGrid" 24 "mingeid" "mingeid"
"565" "kapistvalja_result.TextGrid" 24 "operatsioone" "operatsioone"
"566" "kapistvalja_result.TextGrid" 24 "aga" "aga"
"567" "kapistvalja_result.TextGrid" 24 "hea" "hea"
"568" "kapistvalja_result.TextGrid" 24 "näide" "näide"
"569" "kapistvalja_result.TextGrid" 24 "on" "on"
"570" "kapistvalja_result.TextGrid" 24 "näiteks" "näiteks"
"571" "kapistvalja_result.TextGrid" 24 "kuidas" "kuidas"
"572" "kapistvalja_result.TextGrid" 24 "nagu" "nagu"
"573" "kapistvalja_result.TextGrid" 24 "olla" "olla"
"574" "kapistvalja_result.TextGrid" 24 "ally" "alli"
"575" "kapistvalja_result.TextGrid" 25 "nagu" "nagu"
"576" "kapistvalja_result.TextGrid" 25 "mu" "####"
"577" "kapistvalja_result.TextGrid" 25 "ma" "ma"
"578" "kapistvalja_result.TextGrid" 25 "olen" "olen"
"579" "kapistvalja_result.TextGrid" 25 "nagu" "nagu"
"580" "kapistvalja_result.TextGrid" 25 "suhteliselt" "suhteliselt"
"581" "kapistvalja_result.TextGrid" 25 "selline" "selline"
"582" "kapistvalja_result.TextGrid" 25 "tagasihoidlik" "tagasihoidlik"
"583" "kapistvalja_result.TextGrid" 25 "inimene" "inimene"
"584" "kapistvalja_result.TextGrid" 25 "või" "või"
"585" "kapistvalja_result.TextGrid" 25 "mul" "mul"
"586" "kapistvalja_result.TextGrid" 25 "on" "on"
"587" "kapistvalja_result.TextGrid" 25 "raske" "raske"
"588" "kapistvalja_result.TextGrid" 25 "mingitest" "mingitest"
"589" "kapistvalja_result.TextGrid" 25 "sellistest" "sellistest"
"590" "kapistvalja_result.TextGrid" 25 "isiklikest" "isiklikest"
"591" "kapistvalja_result.TextGrid" 25 "asjadest" "asjadest"
"592" "kapistvalja_result.TextGrid" 25 "rääkida" "rääkida"
"593" "kapistvalja_result.TextGrid" 26 "siis" "siis"
"594" "kapistvalja_result.TextGrid" 26 "nagu" "nagu"
"595" "kapistvalja_result.TextGrid" 26 "minu" "minu"
"596" "kapistvalja_result.TextGrid" 26 "töökaaslased" "töökaaslased"
"597" "kapistvalja_result.TextGrid" 27 "nad" "nad"
"598" "kapistvalja_result.TextGrid" 27 "kutsusid" "kutsusid"
"599" "kapistvalja_result.TextGrid" 27 "mind" "mind"
"600" "kapistvalja_result.TextGrid" 27 "lihtsalt" "lihtsalt"
"601" "kapistvalja_result.TextGrid" 27 "baari" "paari"
"602" "kapistvalja_result.TextGrid" 27 "üks" "üks"
"603" "kapistvalja_result.TextGrid" 27 "õhtu" "õhtu"
"604" "kapistvalja_result.TextGrid" 27 "ja" "ja"
"605" "kapistvalja_result.TextGrid" 27 "ma" "####"
"606" "kapistvalja_result.TextGrid" 27 "noh" "####"
"607" "kapistvalja_result.TextGrid" 27 "me" "me"
"608" "kapistvalja_result.TextGrid" 27 "rääkisime" "rääkisime"
"609" "kapistvalja_result.TextGrid" 27 "muudest" "muudest"
"610" "kapistvalja_result.TextGrid" 27 "asjadest" "asjadest"
"611" "kapistvalja_result.TextGrid" 27 "aga" "aga"
"612" "kapistvalja_result.TextGrid" 27 "siis" "siis"
"613" "kapistvalja_result.TextGrid" 27 "üks" "üks"
"614" "kapistvalja_result.TextGrid" 27 "hetk" "hetk"
"615" "kapistvalja_result.TextGrid" 27 "üks" "üks"
"616" "kapistvalja_result.TextGrid" 27 "nendest" "nendest"
"617" "kapistvalja_result.TextGrid" 27 "küsis" "küsis"
"618" "kapistvalja_result.TextGrid" 27 "et" "et"
"619" "kapistvalja_result.TextGrid" 27 "aa" "aa"
"620" "kapistvalja_result.TextGrid" 27 "et" "et"
"621" "kapistvalja_result.TextGrid" 27 "kuidas" "kuidas"
"622" "kapistvalja_result.TextGrid" 27 "on" "on"
"623" "kapistvalja_result.TextGrid" 27 "selle" "selle"
"624" "kapistvalja_result.TextGrid" 27 "sinu" "sinu"
"625" "kapistvalja_result.TextGrid" 27 "nimega" "nimega"
"626" "kapistvalja_result.TextGrid" 27 "et" "et"
"627" "kapistvalja_result.TextGrid" 27 "et" "et"
"628" "kapistvalja_result.TextGrid" 27 "ma" "ma"
"629" "kapistvalja_result.TextGrid" 27 "olen" "olen"
"630" "kapistvalja_result.TextGrid" 27 "märganud" "märganud"
"631" "kapistvalja_result.TextGrid" 27 "et" "et"
"632" "kapistvalja_result.TextGrid" 27 "et" "et"
"633" "kapistvalja_result.TextGrid" 27 "sa" "sa"
"634" "kapistvalja_result.TextGrid" 27 "nagu" "nagu"
"635" "kapistvalja_result.TextGrid" 27 "kasutad" "kasutad"
"636" "kapistvalja_result.TextGrid" 27 "sotsiaalmeedias" "sotsiaalmeedias"
"637" "kapistvalja_result.TextGrid" 27 "teist" "teist"
"638" "kapistvalja_result.TextGrid" 27 "nime" "nime"
"639" "kapistvalja_result.TextGrid" 27 "et" "et"
"640" "kapistvalja_result.TextGrid" 27 "kuidas" "kuidas"
"641" "kapistvalja_result.TextGrid" 27 "sa" "sa"
"642" "kapistvalja_result.TextGrid" 27 "tahad" "tahad"
"643" "kapistvalja_result.TextGrid" 27 "et" "et"
"644" "kapistvalja_result.TextGrid" 27 "sind" "sind"
"645" "kapistvalja_result.TextGrid" 27 "kutsutakse" "kutsutakse"
"646" "kapistvalja_result.TextGrid" 27 "ja" "ja"
"647" "kapistvalja_result.TextGrid" 27 "ka" "ka"
"648" "kapistvalja_result.TextGrid" 27 "mõned" "mõned"
"649" "kapistvalja_result.TextGrid" 27 "teised" "teised"
"650" "kapistvalja_result.TextGrid" 27 "inimesed" "inimesed"
"651" "kapistvalja_result.TextGrid" 27 "on" "on"
"652" "kapistvalja_result.TextGrid" 27 "küsinud" "küsinud"
"653" "kapistvalja_result.TextGrid" 27 "kuidas" "kuidas"
"654" "kapistvalja_result.TextGrid" 27 "sa" "sa"
"655" "kapistvalja_result.TextGrid" 27 "tahad" "tahad"
"656" "kapistvalja_result.TextGrid" 27 "et" "et"
"657" "kapistvalja_result.TextGrid" 27 "sind" "sind"
"658" "kapistvalja_result.TextGrid" 27 "kutsutakse" "kutsutakse"
"659" "kapistvalja_result.TextGrid" 27 "ja" "ja"
"660" "kapistvalja_result.TextGrid" 27 "see" "see"
"661" "kapistvalja_result.TextGrid" 27 "on" "on"
"662" "kapistvalja_result.TextGrid" 27 "minu" "minu"
"663" "kapistvalja_result.TextGrid" 27 "jaoks" "jaoks"
"664" "kapistvalja_result.TextGrid" 27 "väga" "väga"
"665" "kapistvalja_result.TextGrid" 27 "nagu" "nagu"
"666" "kapistvalja_result.TextGrid" 27 "selline" "selline"
"667" "kapistvalja_result.TextGrid" 27 "austav" "austav"
"668" "kapistvalja_result.TextGrid" 28 "suhtumine" "suhtumine"
"669" "kapistvalja_result.TextGrid" 28 "mhmh" "####"
"670" "kapistvalja_result.TextGrid" 28 "et" "et"
"671" "kapistvalja_result.TextGrid" 28 "nad" "nad"
"672" "kapistvalja_result.TextGrid" 28 "on" "on"
"673" "kapistvalja_result.TextGrid" 28 "midagi" "midagi"
"674" "kapistvalja_result.TextGrid" 28 "märganud" "märganud"
"675" "kapistvalja_result.TextGrid" 28 "ja" "ja"
"676" "kapistvalja_result.TextGrid" 28 "nad" "nad"
"677" "kapistvalja_result.TextGrid" 28 "küsivad" "küsivad"
"678" "kapistvalja_result.TextGrid" 28 "minu" "minu"
"679" "kapistvalja_result.TextGrid" 28 "käest" "käest"
"680" "kapistvalja_result.TextGrid" 28 "nagu" "nagu"
"681" "kapistvalja_result.TextGrid" 28 "otse" "otse"
"682" "kapistvalja_result.TextGrid" 28 "et" "et"
"683" "kapistvalja_result.TextGrid" 29 "mis" "mis"
"684" "kapistvalja_result.TextGrid" 29 "nime" "nime"
"685" "kapistvalja_result.TextGrid" 29 "sa" "sa"
"686" "kapistvalja_result.TextGrid" 29 "eelistad" "eelistad"
"687" "kapistvalja_result.TextGrid" 29 "ja" "ja"
"688" "kapistvalja_result.TextGrid" 29 "kui" "kui"
"689" "kapistvalja_result.TextGrid" 29 "ma" "ma"
"690" "kapistvalja_result.TextGrid" 29 "nagu" "nagu"
"691" "kapistvalja_result.TextGrid" 29 "selle" "selle"
"692" "kapistvalja_result.TextGrid" 29 "ära" "ära"
"693" "kapistvalja_result.TextGrid" 29 "seletan" "seletan"
"694" "kapistvalja_result.TextGrid" 29 "siis" "siis"
"695" "kapistvalja_result.TextGrid" 29 "ma" "ma"
"696" "kapistvalja_result.TextGrid" 29 "saan" "saan"
"697" "kapistvalja_result.TextGrid" 29 "ise" "ise"
"698" "kapistvalja_result.TextGrid" 29 "valida" "valida"
"699" "kapistvalja_result.TextGrid" 29 "et" "et"
"700" "kapistvalja_result.TextGrid" 29 "kas" "kas"
"701" "kapistvalja_result.TextGrid" 29 "ma" "ma"
"702" "kapistvalja_result.TextGrid" 29 "tahan" "tahan"
"703" "kapistvalja_result.TextGrid" 29 "neile" "neile"
"704" "kapistvalja_result.TextGrid" 29 "veel" "veel"
"705" "kapistvalja_result.TextGrid" 29 "midagi" "midagi"
"706" "kapistvalja_result.TextGrid" 29 "ja" "####"
"707" "kapistvalja_result.TextGrid" 29 "jagada" "jagada"
"708" "kapistvalja_result.TextGrid" 29 "selle" "selle"
"709" "kapistvalja_result.TextGrid" 29 "koha" "koha"
"710" "kapistvalja_result.TextGrid" 29 "pealt" "pealt"
"711" "kapistvalja_result.TextGrid" 29 "või" "või"
"712" "kapistvalja_result.TextGrid" 29 "mitte" "mitte"
"713" "kapistvalja_result.TextGrid" 30 "ja" "ja"
"714" "kapistvalja_result.TextGrid" 30 "nagu" "nagu"
"715" "kapistvalja_result.TextGrid" 30 "pärast" "pärast"
"716" "kapistvalja_result.TextGrid" 30 "seda" "seda"
"717" "kapistvalja_result.TextGrid" 30 "läksime" "läksime"
"718" "kapistvalja_result.TextGrid" 30 "nagu" "nagu"
"719" "kapistvalja_result.TextGrid" 30 "vestlusega" "vestlusega"
"720" "kapistvalja_result.TextGrid" 30 "edasi" "edasi"
"721" "kapistvalja_result.TextGrid" 30 "ja" "ja"
"722" "kapistvalja_result.TextGrid" 30 "see" "see"
"723" "kapistvalja_result.TextGrid" 30 "on" "on"
"724" "kapistvalja_result.TextGrid" 30 "nagu" "nagu"
"725" "kapistvalja_result.TextGrid" 31 "selline" "selline"
"726" "kapistvalja_result.TextGrid" 32 "va" "####"
"727" "kapistvalja_result.TextGrid" 32 "või" "faktidest"
"728" "kapistvalja_result.TextGrid" 32 "faktidest" "lähtuv"
"729" "kapistvalja_result.TextGrid" 32 "lähtuv" "või"
"730" "kapistvalja_result.TextGrid" 32 "või" "lähenemine"
"731" "kapistvalja_result.TextGrid" 32 "lähenemine" "ka"
"732" "kapistvalja_result.TextGrid" 32 "ka" "####"
"733" "kapistvalja_result.TextGrid" 32 "mhmh" "et"
"734" "kapistvalja_result.TextGrid" 32 "et" "nagu"
"735" "kapistvalja_result.TextGrid" 32 "nagu" "nad"
"736" "kapistvalja_result.TextGrid" 32 "####" "küsivad"
"737" "kapistvalja_result.TextGrid" 32 "nad" "ki"
"738" "kapistvalja_result.TextGrid" 32 "küsivadki" "seda"
"739" "kapistvalja_result.TextGrid" 32 "seda" "mis"
"740" "kapistvalja_result.TextGrid" 32 "mis" "neid"
"741" "kapistvalja_result.TextGrid" 32 "neid" "puudutab"
"742" "kapistvalja_result.TextGrid" 32 "puudutab" "et"
"743" "kapistvalja_result.TextGrid" 32 "et" "kuidas"
"744" "kapistvalja_result.TextGrid" 32 "kuidas" "nad"
"745" "kapistvalja_result.TextGrid" 32 "nad" "peaksid"
"746" "kapistvalja_result.TextGrid" 32 "peaksid" "minu"
"747" "kapistvalja_result.TextGrid" 32 "minu" "poole"
"748" "kapistvalja_result.TextGrid" 32 "poole" "pöörduma"
"749" "kapistvalja_result.TextGrid" 32 "pöörduma" "####"
"750" "kapistvalja_result.TextGrid" 33 "nojah" "nojah"
"751" "kapistvalja_result.TextGrid" 33 "selles" "selles"
"752" "kapistvalja_result.TextGrid" 33 "mõttes" "mõttes"
"753" "kapistvalja_result.TextGrid" 33 "et" "et"
"754" "kapistvalja_result.TextGrid" 34 "sinu" "sinu"
"755" "kapistvalja_result.TextGrid" 34 "nagu" "nagu"
"756" "kapistvalja_result.TextGrid" 34 "see" "see"
"757" "kapistvalja_result.TextGrid" 34 "mõjutab" "mõjutab"
"758" "kapistvalja_result.TextGrid" 34 "ju" "####"
"759" "kapistvalja_result.TextGrid" 34 "sinu" "sinu"
"760" "kapistvalja_result.TextGrid" 34 "elu" "elu"
"761" "kapistvalja_result.TextGrid" 34 "selles" "selles"
"762" "kapistvalja_result.TextGrid" 34 "mõttes" "mõttes"
"763" "kapistvalja_result.TextGrid" 34 "et" "et"
"764" "kapistvalja_result.TextGrid" 34 "sinu" "sinu"
"765" "kapistvalja_result.TextGrid" 34 "kaaslased" "kaaslased"
"766" "kapistvalja_result.TextGrid" 35 "sinu" "sinu"
"767" "kapistvalja_result.TextGrid" 36 "see" "see"
"768" "kapistvalja_result.TextGrid" 36 "on" "on"
"769" "kapistvalja_result.TextGrid" 36 "nagu" "nagu"
"770" "kapistvalja_result.TextGrid" 36 "osa" "osa"
"771" "kapistvalja_result.TextGrid" 36 "ikkagi" "ikkagi"
"772" "kapistvalja_result.TextGrid" 36 "sinust" "sinust"
"773" "kapistvalja_result.TextGrid" 36 "ja" "ja"
"774" "kapistvalja_result.TextGrid" 36 "sa" "sa"
"775" "kapistvalja_result.TextGrid" 36 "pead" "pead"
"776" "kapistvalja_result.TextGrid" 36 "hak" "####"
"777" "kapistvalja_result.TextGrid" 36 "see" "see"
"778" "kapistvalja_result.TextGrid" 36 "kui" "kui"
"779" "kapistvalja_result.TextGrid" 36 "sa" "sa"
"780" "kapistvalja_result.TextGrid" 36 "pead" "pead"
"781" "kapistvalja_result.TextGrid" 36 "hakkama" "hakkama"
"782" "kapistvalja_result.TextGrid" 36 "mõtlema" "mõtlema"
"783" "kapistvalja_result.TextGrid" 36 "mida" "mida"
"784" "kapistvalja_result.TextGrid" 36 "sa" "sa"
"785" "kapistvalja_result.TextGrid" 37 "mida" "mida"
"786" "kapistvalja_result.TextGrid" 37 "sa" "sa"
"787" "kapistvalja_result.TextGrid" 37 "tahad" "tahad"
"788" "kapistvalja_result.TextGrid" 37 "täna" "täna"
"789" "kapistvalja_result.TextGrid" 37 "rääkida" "rääkida"
"790" "kapistvalja_result.TextGrid" 37 "või" "või"
"791" "kapistvalja_result.TextGrid" 37 "mida" "mida"
"792" "kapistvalja_result.TextGrid" 37 "sa" "sa"
"793" "kapistvalja_result.TextGrid" 37 "ei" "ei"
"794" "kapistvalja_result.TextGrid" 37 "taha" "taha"
"795" "kapistvalja_result.TextGrid" 37 "rääkida" "rääkida"
"796" "kapistvalja_result.TextGrid" 37 "sellepärast" "sellepärast"
"797" "kapistvalja_result.TextGrid" 37 "et" "et"
"798" "kapistvalja_result.TextGrid" 38 "potentsiaalselt" "potentsiaalselt"
"799" "kapistvalja_result.TextGrid" 38 "võib" "võib"
"800" "kapistvalja_result.TextGrid" 38 "tekkida" "tekkida"
"801" "kapistvalja_result.TextGrid" 38 "selliseid" "selliseid"
"802" "kapistvalja_result.TextGrid" 38 "imelikke" "imelikke"
"803" "kapistvalja_result.TextGrid" 38 "vaikusi" "vaikusi"
"804" "kapistvalja_result.TextGrid" 38 "või" "või"
"805" "kapistvalja_result.TextGrid" 39 "teema" "teema"
"806" "kapistvalja_result.TextGrid" 39 "kõrvalejuhtimisi" "kõrvalejuhtimisi"
"807" "kapistvalja_result.TextGrid" 39 "siis" "siis"
"808" "kapistvalja_result.TextGrid" 39 "see" "see"
"809" "kapistvalja_result.TextGrid" 39 "võtab" "võtab"
"810" "kapistvalja_result.TextGrid" 39 "seda" "seda"
"811" "kapistvalja_result.TextGrid" 39 "suhtlemises" "suhtlemises"
"812" "kapistvalja_result.TextGrid" 39 "sellist" "sellist"
"813" "kapistvalja_result.TextGrid" 39 "loomulikkust" "loomulikust"
"814" "kapistvalja_result.TextGrid" 39 "ära" "ära"
"815" "kapistvalja_result.TextGrid" 39 "jaa" "####"
"816" "kapistvalja_result.TextGrid" 40 "ja" "ja"
"817" "kapistvalja_result.TextGrid" 40 "sa" "sa"
"818" "kapistvalja_result.TextGrid" 40 "tunned" "tunned"
"819" "kapistvalja_result.TextGrid" 40 "ka" "ka"
"820" "kapistvalja_result.TextGrid" 40 "ennast" "ennast"
"821" "kapistvalja_result.TextGrid" 40 "ebakindlamalt" "ebakindlamalt"
"822" "kapistvalja_result.TextGrid" 40 "ja" "ja"
"823" "kapistvalja_result.TextGrid" 40 "ja" "ja"
"824" "kapistvalja_result.TextGrid" 40 "paratamatult" "paratamatult"
"825" "kapistvalja_result.TextGrid" 40 "hakkad" "hakkad"
"826" "kapistvalja_result.TextGrid" 40 "tunnetama" "tunnetama"
"827" "kapistvalja_result.TextGrid" 40 "et" "et"
"828" "kapistvalja_result.TextGrid" 40 "sul" "sul"
"829" "kapistvalja_result.TextGrid" 40 "sinus" "sinus"
"830" "kapistvalja_result.TextGrid" 40 "on" "on"
"831" "kapistvalja_result.TextGrid" 40 "nagu" "nagu"
"832" "kapistvalja_result.TextGrid" 40 "mingi" "mingi"
"833" "kapistvalja_result.TextGrid" 40 "probleem" "probleem"
"834" "kapistvalja_result.TextGrid" 40 "mhmh" "####"
"835" "kapistvalja_result.TextGrid" 41 "see" "see"
"836" "kapistvalja_result.TextGrid" 41 "on" "####"
"837" "kapistvalja_result.TextGrid" 42 "see" "see"
"838" "kapistvalja_result.TextGrid" 42 "on" "on"
"839" "kapistvalja_result.TextGrid" 42 "nagu" "nagu"
"840" "kapistvalja_result.TextGrid" 42 "jama" "jama"
"841" "kapistvalja_result.TextGrid" 42 "aga" "aga"
"842" "kapistvalja_result.TextGrid" 42 "selles" "selles"
"843" "kapistvalja_result.TextGrid" 42 "mõttes" "mõttes"
"844" "kapistvalja_result.TextGrid" 42 "ma" "ma"
"845" "kapistvalja_result.TextGrid" 42 "olen" "olen"
"846" "kapistvalja_result.TextGrid" 42 "ikkagi" "ikkagi"
"847" "kapistvalja_result.TextGrid" 42 "positiivn" "positiivne"
"848" "kapistvalja_result.TextGrid" 42 "positiivse" "positiivse"
"849" "kapistvalja_result.TextGrid" 42 "suhtumisega" "suhtumisega"
"850" "kapistvalja_result.TextGrid" 42 "et" "et"
"851" "kapistvalja_result.TextGrid" 42 "kui" "kui"
"852" "kapistvalja_result.TextGrid" 42 "lähedastele" "lähedastele"
"853" "kapistvalja_result.TextGrid" 42 "aega" "aega"
"854" "kapistvalja_result.TextGrid" 42 "anda" "anda"
"855" "kapistvalja_result.TextGrid" 42 "siis" "siis"
"856" "kapistvalja_result.TextGrid" 42 "on" "on"
"857" "kapistvalja_result.TextGrid" 42 "päris" "päris"
"858" "kapistvalja_result.TextGrid" 42 "suur" "suur"
"859" "kapistvalja_result.TextGrid" 42 "šanss" "šanss"
"860" "kapistvalja_result.TextGrid" 42 "et" "et"
"861" "kapistvalja_result.TextGrid" 43 "nad" "nad"
"862" "kapistvalja_result.TextGrid" 43 "mõtlevad" "mõtlevad"
"863" "kapistvalja_result.TextGrid" 43 "selle" "selle"
"864" "kapistvalja_result.TextGrid" 43 "peale" "peale"
